Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
"520021","FROEDTERT SOUTH - KENOSHA MEDICAL CENTER","6308 EIGHTH AVE","KENOSHA","WI","53143","Kenosha","0.850671","0.873263","0.842719","0.854361","2 out of 10","3 out of 9","3 out of 10","0.883472","0.908094","0.880917","0.851273","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.872691","0.880552","0 out of 10","2 out of 9","2 out of 10","0.032229","0.023178","0.028725","0.026122","7 out of 10","4 out of 9","7 out of 10"
"520027","ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE","13111 N PORT WASHINGTON RD","MEQUON","WI","53097","Ozaukee","0.850671","0.873263","0.847873","0.843864","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.852881","0.873956","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.867798","0.903176","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.033622","0.021908","10 out of 10","9 out of 9","10 out of 10"
"520028","THE MONROE CLINIC","2005 5TH STREET","MONROE","WI","53566","Green","0.850671","0.873263","0.848409","0.867185","7 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.890297","0.877953","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.884471","0.881261","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.034078","0.024020","9 out of 10","9 out of 9","9 out of 10"
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","WAUSAU","WI","54401","Marathon","0.850671","0.873263","0.855855","0.884169","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.870096","0.867781","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.860065","0.890482","3 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.027888","0.021876","10 out of 10","9 out of 9","10 out of 10"
"520033","ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC","410 DEWEY ST","WISCONSIN RAPIDS","WI","54495","Wood","0.850671","0.873263","0.830257","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.843880","0.841323","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.884667","0.853509","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.033871","0.023490","9 out of 10","9 out of 9","9 out of 10"
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","TWO RIVERS","WI","54241","Manitowoc","0.850671","0.873263","0.848084","0.870551","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.853308","0.883802","1 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.899138","0.902822","8 out of 10","4 out of 9","8 out of 10","0.032229","0.023178","0.031725","0.027210","5 out of 10","5 out of 9","5 out of 10"
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7TH ST","SHEBOYGAN","WI","53083","Sheboygan","0.850671","0.873263","0.844814","0.873637","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.873525","0.871606","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.854145","0.891470","4 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.031348","0.020954","10 out of 10","9 out of 9","10 out of 10"
"520037","MARSHFIELD MEDICAL CENTER","611 ST JOSEPH AVE","MARSHFIELD","WI","54449","Wood","0.850671","0.873263","0.848556","0.865079","6 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.881983","0.883088","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.862192","0.902778","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.024536","0.022443","10 out of 10","9 out of 9","10 out of 10"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E SUMNER ST","HARTFORD","WI","53027","Washington","0.850671","0.873263","0.869077","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.859343","0.865073","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.888135","0.902719","8 out of 10","7 out of 9","8 out of 10","0.032229","0.023178","0.035523","0.024313","8 out of 10","9 out of 9","9 out of 10"
"520041","DIVINE SAVIOR HEALTHCARE","2817 NEW PINERY ROAD","PORTAGE","WI","53901","Columbia","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.872397","0.870957","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.855813","0.853868","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.035138","0.023637","9 out of 10","9 out of 9","9 out of 10"
"520044","ST NICHOLAS HOSPITAL","3100 SUPERIOR AVE","SHEBOYGAN","WI","53081","Sheboygan","0.850671","0.873263","0.837073","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.850780","0.872237","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.870093","0.872821","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.037405","0.027715","5 out of 10","6 out of 9","6 out of 10"
"520045","THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC","130 2ND ST","NEENAH","WI","54956","Winnebago","0.850671","0.873263","0.843653","0.872352","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.840846","0.839897","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.884061","0.888280","3 out of 10","1 out of 9","3 out of 10","0.032229","0.023178","0.046307","0.023161","10 out of 10","9 out of 9","10 out of 10"
"520048","ASCENSION NE WISCONSIN MERCY CAMPUS","500 S OAKWOOD RD","OSHKOSH","WI","54904","Winnebago","0.850671","0.873263","0.846383","0.874119","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.874558","0.887118","2 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.885963","0.875610","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.023515","0.017730","10 out of 10","9 out of 9","10 out of 10"
"520049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","GREEN BAY","WI","54305","Brown","0.850671","0.873263","0.868035","0.896964","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.872110","0.888972","3 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.911359","0.880236","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.023790","0.013066","10 out of 10","9 out of 9","10 out of 10"
"520051","ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE","2323 N LAKE DR","MILWAUKEE","WI","53211","Milwaukee","0.850671","0.873263","0.851621","0.863578","6 out of 10","5 out of 9","6 out of 10","0.883472","0.908094","0.869872","0.864079","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.868254","0.919454","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.031034","Not Available","Not Available","Not Available","Not Available"
"520057","SSM HEALTH ST CLARE HOSPITAL - BARABOO","707 14TH ST","BARABOO","WI","53913","Sauk","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.873191","0.868488","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.876543","0.891736","4 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.031201","0.026055","7 out of 10","6 out of 9","7 out of 10"
"520059","AURORA MEDICAL CENTER BURLINGTON","252 MCHENRY ST","BURLINGTON","WI","53105","Racine","0.850671","0.873263","0.858588","0.870065","8 out of 10","7 out of 9","8 out of 10","0.883472","0.908094","0.872817","0.864377","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.881305","0.896989","6 out of 10","5 out of 9","6 out of 10","0.032229","0.023178","0.038335","0.022710","10 out of 10","9 out of 9","10 out of 10"
"520062","OCONOMOWOC MEMORIAL HOSPITAL","791 E SUMMIT AVE","OCONOMOWOC","WI","53066","Waukesha","0.850671","0.873263","0.859194","0.862616","5 out of 10","2 out of 9","5 out of 10","0.883472","0.908094","0.862527","0.833860","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.879941","0.899458","7 out of 10","6 out of 9","7 out of 10","0.032229","0.023178","0.023670","0.020842","10 out of 10","9 out of 9","10 out of 10"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","3200 PLEASANT VALLEY ROAD","WEST BEND","WI","53095","Washington","0.850671","0.873263","0.857661","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.883434","0.879313","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.865697","0.914166","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.049056","0.027242","5 out of 10","8 out of 9","8 out of 10"
"520066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","JANESVILLE","WI","53548","Rock","0.850671","0.873263","0.832478","0.820315","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.849360","0.894199","4 out of 10","7 out of 9","7 out of 10","0.882334","0.907906","0.878218","0.892831","4 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.056968","0.021057","10 out of 10","9 out of 9","10 out of 10"
"520070","MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE","1221 WHIPPLE ST","EAU CLAIRE","WI","54703","Eau Claire","0.850671","0.873263","0.867634","0.891592","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.899280","0.891091","3 out of 10","0 out of 9","3 out of 10","0.882334","0.907906","0.878011","0.906885","9 out of 10","9 out of 9","9 out of 10","0.032229","0.023178","0.028225","0.019251","10 out of 10","9 out of 9","10 out of 10"
"520071","FORT MEMORIAL HOSPITAL","611 SHERMAN AVE E","FORT ATKINSON","WI","53538","Jefferson","0.850671","0.873263","0.835863","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.879619","0.882952","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.866020","0.884484","1 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.028776","0.023166","10 out of 10","9 out of 9","10 out of 10"
"520075","ST VINCENT HOSPITAL","835 S VAN BUREN ST","GREEN BAY","WI","54301","Brown","0.850671","0.873263","0.841141","0.843653","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.875623","0.871041","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.860073","0.879890","0 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.041335","0.023288","9 out of 10","9 out of 9","9 out of 10"
"520076","BEAVER DAM COMMUNITY HOSPITAL","707 S UNIVERSITY AVE","BEAVER DAM","WI","53916","Dodge","0.850671","0.873263","0.845433","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.868572","0.871179","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.871005","0.876304","0 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","0.028054","0.021065","10 out of 10","9 out of 9","10 out of 10"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS HOSPITAL","3237 S 16TH ST","MILWAUKEE","WI","53215","Milwaukee","0.850671","0.873263","0.847112","0.866079","7 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.902581","0.889584","3 out of 10","0 out of 9","3 out of 10","0.882334","0.907906","0.916586","0.913549","10 out of 10","0 out of 9","10 out of 10","0.032229","0.023178","0.033778","Not Available","Not Available","Not Available","Not Available"
"520083","SSM HEALTH ST MARY'S HOSPITAL - MADISON","700 SOUTH PARK ST","MADISON","WI","53715","Dane","0.850671","0.873263","0.869653","0.886443","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.896376","0.885080","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.911196","0.893990","5 out of 10","0 out of 9","5 out of 10","0.032229","0.023178","0.043036","0.029192","4 out of 10","6 out of 9","6 out of 10"
"520087","GUNDERSEN LUTHERAN MEDICAL CENTER","1910 SOUTH AVE","LA CROSSE","WI","54601","La Crosse","0.850671","0.873263","0.839168","0.852398","1 out of 10","3 out of 9","3 out of 10","0.883472","0.908094","0.868499","0.850216","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.864585","0.901633","7 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.025835","0.021794","10 out of 10","9 out of 9","10 out of 10"
"520088","ST AGNES HOSPITAL","430 E DIVISION ST","FOND DU LAC","WI","54935","Fond du Lac","0.850671","0.873263","0.852836","0.862547","5 out of 10","4 out of 9","5 out of 10","0.883472","0.908094","0.861449","0.835377","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.888153","0.883298","1 out of 10","0 out of 9","1 out of 10","0.032229","0.023178","0.039592","0.023490","9 out of 10","9 out of 9","9 out of 10"
"520089","UNITYPOINT HEALTH - MERITER","202 S PARK ST","MADISON","WI","53715","Dane","0.850671","0.873263","0.868770","0.894897","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.859775","0.896337","5 out of 10","7 out of 9","7 out of 10","0.882334","0.907906","0.882925","0.912993","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.030529","0.024352","8 out of 10","8 out of 9","8 out of 10"
"520091","HOWARD YOUNG MEDICAL CTR","240 MAPLE ST","WOODRUFF","WI","54568","Vilas","0.850671","0.873263","0.836231","0.867655","7 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.902513","0.902422","7 out of 10","0 out of 9","7 out of 10","0.882334","0.907906","0.884594","0.907043","9 out of 10","9 out of 9","9 out of 10","0.032229","0.023178","0.026999","0.025325","7 out of 10","4 out of 9","7 out of 10"
"520095","SAUK PRAIRIE HOSPITAL","260 26TH STREET","PRAIRIE DU SAC","WI","53578","Sauk","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.882491","0.859509","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.896798","0.877744","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.022004","0.018058","10 out of 10","9 out of 9","10 out of 10"
"520096","WHEATON FRANCISCAN HEALTHCARE ALL SAINTS","3801 SPRING ST","RACINE","WI","53405","Racine","0.850671","0.873263","0.850810","0.861748","5 out of 10","4 out of 9","5 out of 10","0.883472","0.908094","0.878892","0.881422","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.864826","0.890401","3 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.041599","0.032005","1 out of 10","5 out of 9","5 out of 10"
"520097","ST MARYS HOSPITAL MEDICAL CTR","1726 SHAWANO AVE","GREEN BAY","WI","54303","Brown","0.850671","0.873263","0.828831","0.872179","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.842428","0.868333","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.884154","0.916594","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.035736","0.022392","10 out of 10","9 out of 9","10 out of 10"
"520098","UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY","600 HIGHLAND AVENUE","MADISON","WI","53792","Dane","0.850671","0.873263","0.856511","0.877542","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.883617","0.887479","2 out of 10","1 out of 9","2 out of 10","0.882334","0.907906","0.885875","0.890443","3 out of 10","2 out of 9","3 out of 10","0.032229","0.023178","0.028197","0.017066","10 out of 10","9 out of 9","10 out of 10"
"520100","BELOIT MEMORIAL HOSPITAL","1969 W HART RD","BELOIT","WI","53511","Rock","0.850671","0.873263","0.849057","0.868853","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.888856","0.857857","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.852078","0.863371","0 out of 10","2 out of 9","2 out of 10","0.032229","0.023178","0.031263","0.031547","1 out of 10","0 out of 9","1 out of 10"
"520102","AURORA LAKELAND MEDICAL CENTER","W3985 COUNTY ROAD NN","ELKHORN","WI","53121","Walworth","0.850671","0.873263","0.849015","0.855779","3 out of 10","2 out of 9","3 out of 10","0.883472","0.908094","0.890291","0.892807","4 out of 10","1 out of 9","4 out of 10","0.882334","0.907906","0.881488","0.891995","4 out of 10","3 out of 9","4 out of 10","0.032229","0.023178","0.039325","0.024657","8 out of 10","9 out of 9","9 out of 10"
"520103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL RD","MENOMONEE FALLS","WI","53051","Waukesha","0.850671","0.873263","0.820208","0.881509","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.857627","0.886616","2 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.883746","0.894985","5 out of 10","4 out of 9","5 out of 10","0.032229","0.023178","0.023582","0.027662","5 out of 10","0 out of 9","5 out of 10"
"520107","HOLY FAMILY MEMORIAL","2300 WESTERN AVE","MANITOWOC","WI","54221","Manitowoc","0.850671","0.873263","0.817612","0.856223","3 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.867430","0.878120","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.873465","0.893464","4 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.034601","0.019736","10 out of 10","9 out of 9","10 out of 10"
"520109","MILE BLUFF MEDICAL CENTER","1050 DIVISION ST","MAUSTON","WI","53948","Juneau","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.852742","0.859162","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.858009","0.887018","2 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","Not Available","0.026216","6 out of 10","Not Available","6 out of 10"
"520113","BAY AREA MEDICAL CENTER","3003 UNIVERSITY DR","MARINETTE","WI","54143","Marinette","0.850671","0.873263","0.871432","0.858833","4 out of 10","0 out of 9","4 out of 10","0.883472","0.908094","0.881561","0.899354","6 out of 10","6 out of 9","6 out of 10","0.882334","0.907906","0.883355","0.885627","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.035312","Not Available","Not Available","Not Available","Not Available"
"520116","WATERTOWN REGIONAL MEDICAL CENTER","125 HOSPITAL DRIVE","WATERTOWN","WI","53098","Dodge","0.850671","0.873263","0.829496","0.855000","2 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.871074","0.891633","3 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.876259","0.886600","2 out of 10","3 out of 9","3 out of 10","0.032229","0.023178","0.034109","0.018980","10 out of 10","9 out of 9","10 out of 10"
"520136","WHEATON FRANCISCAN - ST JOSEPH","5000 W CHAMBERS ST","MILWAUKEE","WI","53210","Milwaukee","0.850671","0.873263","0.874574","0.877612","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.881785","0.886487","2 out of 10","1 out of 9","2 out of 10","0.882334","0.907906","0.875903","0.902643","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.032839","0.028558","4 out of 10","4 out of 9","4 out of 10"
